round_epochs,loss,accuracy,first_neuron,kernel_initializer,lr
10,2.03490248850558,0.9670782,32,uniform,0.8
10,0.348118425647171,0.9876543,32,uniform,0.8666666666666667
10,0.5988479833765662,0.9794239,32,uniform,0.9333333333333333
