round_epochs,loss,accuracy,first_neuron,kernel_initializer,lr
10,1.1517354874647268,0.9814815,32,uniform,0.8
10,0.4018597208728636,0.9814815,32,uniform,0.8666666666666667
10,4.75592234478251,0.97325104,32,uniform,0.9333333333333333
10,15.189897517088585,0.95884776,64,uniform,0.8
10,1.1006178146557846,0.9855967,64,uniform,0.8666666666666667
10,4.626687082205346,0.97325104,64,uniform,0.9333333333333333
10,1.5544541944874942e-18,1.0,128,uniform,0.8
